Zone	solar/lon061W	-4:04	-	lon061W

# Solar Time by degree of longitude: 60 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon060W	-4:00	-	lon060W

# Solar Time by degree of longitude: 59 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon059W	-3:56	-	lon059W

# Solar Time by degree of longitude: 58 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon058W	-3:52	-	lon058W

# Solar Time by degree of longitude: 57 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon057W	-3:48	-	lon057W

# Solar Time by degree of longitude: 56 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon056W	-3:44	-	lon056W

# Solar Time by degree of longitude: 55 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon055W	-3:40	-	lon055W

# Solar Time by degree of longitude: 54 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon054W	-3:36	-	lon054W

# Solar Time by degree of longitude: 53 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon053W	-3:32	-	lon053W

# Solar Time by degree of longitude: 52 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon052W	-3:28	-	lon052W

# Solar Time by degree of longitude: 51 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon051W	-3:24	-	lon051W

# Solar Time by degree of longitude: 50 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon050W	-3:20	-	lon050W

# Solar Time by degree of longitude: 49 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon049W	-3:16	-	lon049W

# Solar Time by degree of longitude: 48 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon048W	-3:12	-	lon048W

# Solar Time by degree of longitude: 47 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon047W	-3:08	-	lon047W

# Solar Time by degree of longitude: 46 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon046W	-3:04	-	lon046W

# Solar Time by degree of longitude: 45 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon045W	-3:00	-	lon045W

# Solar Time by degree of longitude: 44 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon044W	-2:56	-	lon044W

# Solar Time by degree of longitude: 43 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon043W	-2:52	-	lon043W

# Solar Time by degree of longitude: 42 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon042W	-2:48	-	lon042W

# Solar Time by degree of longitude: 41 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon041W	-2:44	-	lon041W

# Solar Time by degree of longitude: 40 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon040W	-2:40	-	lon040W

# Solar Time by degree of longitude: 39 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
Zone	solar/lon039W	-2:36	-	lon039W

# Solar Time by degree of longitude: 38 W
# Zone	NAME		STDOFF	RULES	FORMAT	[UNTIL]
